
		------ eVeryDay --------
		 SIMPLE DATA LOGGING

	      Recording Date: MAR 5, 2012 


	Time	Temperature(C)	LDR reading
	01:48	     26.00	987
	01:49	     26.00	986
	01:50	     26.00	984
	01:51	     26.00	985
	01:52	     26.00	986
	01:53	     26.00	984
	01:54	     26.00	986
	01:55	     26.00	986
	01:56	     26.00	985
	01:57	     26.00	984
	01:58	     26.00	984
	01:59	     26.25	984
	02:00	     26.00	984
	02:01	     26.00	987
	02:02	     26.00	986
	02:03	     26.00	985
	02:04	     26.00	987
	02:05	     26.00	985
	02:06	     26.00	1000
	02:07	     26.00	1021
	02:08	     26.00	1022
	02:09	     26.00	1022
	02:10	     26.00	1022
	02:11	     26.00	1022
	02:12	     26.00	1022
	02:13	     26.00	1022
	02:14	     26.00	1022
	02:15	     26.00	1022
	02:16	     26.00	1022
	02:17	     26.00	1022
	02:18	     26.25	1022
	02:19	     26.25	1022
	02:20	     26.25	1022
	02:21	     26.00	1022
	02:22	     26.00	1022
	02:23	     26.00	1022
	02:24	     26.00	1022
	02:25	     26.00	1022
	02:26	     26.00	1022
	02:27	     26.00	1022
	02:28	     26.25	1022
	02:29	     26.00	1022
	02:30	     26.25	1022
	02:31	     26.25	1022
	02:32	     26.25	1022
	02:33	     26.25	1022
	02:34	     26.00	1022
	02:35	     26.00	1022
	02:36	     26.00	1022
	02:37	     26.00	1022
	02:38	     26.00	1022
	02:39	     26.00	1022
	02:40	     26.00	1022
	02:41	     26.00	1022
	02:42	     26.00	1022
	02:43	     26.00	1022
	02:44	     26.00	1022
	02:45	     26.00	1022
	02:46	     26.00	1022
	02:47	     26.00	1022
	02:48	     26.00	1022
	02:49	     26.00	1022
	02:50	     26.00	1022
	02:51	     26.00	1022
	02:52	     26.00	1022
	02:53	     26.00	1022
	02:54	     25.75	1022
	02:55	     25.75	1022
	02:56	     25.75	1022
	02:57	     25.75	1022
	02:58	     25.75	1022
	02:59	     25.75	1022
	03:00	     25.75	1022
	03:01	     25.75	1022
	03:02	     25.75	1022
	03:03	     25.75	1022
	03:04	     25.75	1022
	03:05	     25.75	1022
	03:06	     25.75	1022
	03:07	     25.75	1022
	03:08	     25.75	1022
	03:09	     25.75	1022
	03:10	     25.75	1022
	03:11	     25.75	1022
	03:12	     25.75	1022
	03:13	     25.75	1022
	03:14	     25.75	1022
	03:15	     25.75	1022
	03:16	     25.75	1022
	03:17	     25.75	1022
	03:18	     25.75	1022
	03:19	     25.75	1022
	03:20	     25.75	1022
	03:21	     25.75	1022
	03:22	     25.75	1022
	03:23	     25.75	1022
	03:24	     25.75	1022
	03:25	     25.75	1022
	03:26	     25.75	1022
	03:27	     25.75	1022
	03:28	     25.75	1022
	03:29	     25.75	1022
	03:30	     25.75	1022
	03:31	     25.75	1022
	03:32	     25.75	1022
	03:33	     25.75	1022
	03:34	     25.75	1022
	03:35	     25.75	1022
	03:36	     25.75	1022
	03:37	     25.75	1022
	03:38	     25.75	1022
	03:39	     25.75	1022
	03:40	     25.75	1022
	03:41	     25.75	1022
	03:42	     25.75	1022
	03:43	     25.75	1022
	03:44	     25.75	1022
	03:45	     25.75	1022
	03:46	     25.75	1022
	03:47	     25.75	1022
	03:48	     25.75	1022
	03:49	     25.75	1022
	03:50	     25.75	1022
	03:51	     25.75	1022
	03:52	     25.75	1022
	03:53	     25.75	1022
	03:54	     25.75	1022
	03:55	     25.75	1022
	03:56	     25.75	1022
	03:57	     25.75	1022
	03:58	     25.75	1022
	03:59	     25.75	1022
	04:00	     25.75	1022
	04:01	     25.75	1022
	04:02	     25.75	1022
	04:03	     25.75	1022
	04:04	     25.75	1022
	04:05	     25.75	1022
	04:06	     25.75	1022
	04:07	     25.75	1022
	04:08	     25.75	1022
	04:09	     25.75	1022
	04:10	     25.75	1022
	04:11	     25.75	1022
	04:12	     25.75	1022
	04:13	     25.75	1022
	04:14	     25.75	1022
	04:15	     25.75	1022
	04:16	     25.75	1022
	04:17	     25.75	1022
	04:18	     25.75	1022
	04:19	     25.75	1022
	04:20	     25.75	1022
	04:21	     25.75	1022
	04:22	     25.75	1022
	04:23	     25.75	1022
	04:24	     25.75	1022
	04:25	     25.75	1022
	04:26	     25.75	1022
	04:27	     25.75	1022
	04:28	     25.50	1022
	04:29	     25.50	1022
	04:30	     25.50	1022
	04:31	     25.50	1022
	04:32	     25.50	1022
	04:33	     25.50	1022
	04:34	     25.50	1022
	04:35	     25.50	1022
	04:36	     25.50	1022
	04:37	     25.50	1022
	04:38	     25.50	1022
	04:39	     25.50	1022
	04:40	     25.50	1022
	04:41	     25.50	1022
	04:42	     25.50	1022
	04:43	     25.50	1022
	04:44	     25.50	1022
	04:45	     25.50	1022
	04:46	     25.50	1022
	04:47	     25.50	1022
	04:48	     25.50	1022
	04:49	     25.50	1022
	04:50	     25.50	1022
	04:51	     25.50	1022
	04:52	     25.50	1022
	04:53	     25.50	1022
	04:54	     25.50	1022
	04:55	     25.50	1022
	04:56	     25.50	1022
	04:57	     25.50	1022
	04:58	     25.50	1022
	04:59	     25.50	1022
	05:00	     25.50	1022
	05:01	     25.50	1022
	05:02	     25.50	1022
	05:03	     25.50	1022
	05:04	     25.50	1022
	05:05	     25.50	1022
	05:06	     25.50	1022
	05:07	     25.50	1022
	05:08	     25.50	1022
	05:09	     25.50	1022
	05:10	     25.50	1022
	05:11	     25.50	1022
	05:12	     25.50	1022
	05:13	     25.50	1022
	05:14	     25.50	1022
	05:15	     25.50	1022
	05:16	     25.50	1022
	05:17	     25.50	1022
	05:18	     25.50	1022
	05:19	     25.50	1022
	05:20	     25.50	1022
	05:21	     25.50	1022
	05:22	     25.50	1022
	05:23	     25.50	1022
	05:24	     25.50	1022
	05:25	     25.50	1022
	05:26	     25.50	1022
	05:27	     25.50	1022
	05:28	     25.50	1022
	05:29	     25.50	1022
	05:30	     25.50	1022
	05:31	     25.50	1022
	05:32	     25.50	1022
	05:33	     25.50	1022
	05:34	     25.50	1022
	05:35	     25.50	1022
	05:36	     25.50	1022
	05:37	     25.50	1022
	05:38	     25.50	1022
	05:39	     25.50	1022
	05:40	     25.50	1022
	05:41	     25.50	1022
	05:42	     25.50	1022
	05:43	     25.50	1022
	05:44	     25.50	1022
	05:45	     25.50	1022
	05:46	     25.50	1022
	05:47	     25.50	1022
	05:48	     25.50	1022
	05:49	     25.50	1022
	05:50	     25.50	1022
	05:51	     25.50	1022
	05:52	     25.50	1022
	05:53	     25.50	1022
	05:54	     25.50	1022
	05:55	     25.50	1022
	05:56	     25.50	1022
	05:57	     25.50	1022
	05:58	     25.50	1022
	05:59	     25.50	1022
	06:00	     25.50	1022
	06:01	     25.50	1022
	06:02	     25.50	1022
	06:03	     25.50	1022
	06:04	     25.50	1022
	06:05	     25.50	1022
	06:06	     25.50	1022
	06:07	     25.50	1022
	06:08	     25.50	1022
	06:09	     25.50	1022
	06:10	     25.50	1022
	06:11	     25.50	1022
	06:12	     25.50	1022
	06:13	     25.50	1022
	06:14	     25.50	1022
	06:15	     25.50	1022
	06:16	     25.50	1022
	06:17	     25.50	1022
	06:18	     25.50	1022
	06:19	     25.50	1020
	06:20	     25.50	1018
	06:21	     25.50	1016
	06:22	     25.50	1013
	06:23	     25.50	1008
	06:24	     25.50	1003
	06:25	     25.50	996
	06:26	     25.50	985
	06:27	     25.50	972
	06:28	     25.50	956
	06:29	     25.50	937
	06:30	     25.50	919
	06:31	     25.25	898
	06:32	     25.25	876
	06:33	     25.25	856
	06:34	     25.25	835
	06:35	     25.25	813
	06:36	     25.50	789
	06:37	     25.50	762
	06:38	     25.50	733
	06:39	     25.50	702
	06:40	     25.50	675
	06:41	     25.50	661
	06:42	     25.50	656
	06:43	     25.50	647
	06:44	     25.50	630
	06:45	     25.25	609
	06:46	     25.50	585
	06:47	     25.50	554
	06:48	     25.50	523
	06:49	     25.50	513
	06:50	     25.50	520
	06:51	     25.50	525
	06:52	     25.50	518
	06:53	     25.25	506
	06:54	     25.50	490
	06:55	     25.50	475
	06:56	     25.50	461
	06:57	     25.50	449
	06:58	     25.50	440
	06:59	     25.25	430
	07:00	     25.25	419
	07:01	     25.25	405
	07:02	     25.25	390
	07:03	     25.25	375
	07:04	     25.25	360
	07:05	     25.25	347
	07:06	     25.25	335
	07:07	     25.25	325
	07:08	     25.50	315
	07:09	     25.50	304
	07:10	     25.50	292
	07:11	     25.50	282
	07:12	     25.50	273
	07:13	     25.50	268
	07:14	     25.50	262
	07:15	     25.50	256
	07:16	     25.50	251
	07:17	     25.50	248
	07:18	     25.50	245
	07:19	     25.50	241
	07:20	     25.50	237
	07:21	     25.50	231
	07:22	     25.50	225
	07:23	     25.50	220
	07:24	     25.50	214
	07:25	     25.50	207
	07:26	     25.50	201
	07:27	     25.50	194
	07:28	     25.50	188
	07:29	     25.50	182
	07:30	     25.50	176
	07:31	     25.50	171
	07:32	     25.50	167
	07:33	     25.50	163
	07:34	     25.50	161
	07:35	     25.50	159
	07:36	     25.50	156
	07:37	     25.50	153
	07:38	     25.50	152
	07:39	     25.50	150
	07:40	     25.50	149
	07:41	     25.50	147
	07:42	     25.50	146
	07:43	     25.50	144
	07:44	     25.50	143
	07:45	     25.50	143
	07:46	     25.50	143
	07:47	     25.50	143
	07:48	     25.50	142
	07:49	     25.50	141
	07:50	     25.50	140
	07:51	     25.75	140
	07:52	     25.75	141
	07:53	     25.75	141
	07:54	     25.75	140
	07:55	     25.75	139
	07:56	     25.75	138
	07:57	     25.75	136
	07:58	     25.75	135
	07:59	     25.75	134
	08:00	     25.75	131
	08:01	     25.75	128
	08:02	     25.75	126
	08:03	     25.75	124
	08:04	     25.75	120
	08:05	     25.75	119
	08:06	     25.75	116
	08:07	     26.00	115
	08:08	     26.00	113
	08:09	     25.75	112
	08:10	     25.75	111
	08:11	     26.00	110
	08:12	     26.00	109
	08:13	     26.00	108
	08:14	     26.00	107
	08:15	     26.00	105
	08:16	     26.00	104
	08:17	     26.00	103
	08:18	     26.25	103
	08:19	     26.25	103
	08:20	     26.25	102
	08:21	     26.50	100
	08:22	     26.50	101
	08:23	     26.75	102
	08:24	     26.50	102
	08:25	     26.75	102
	08:26	     26.75	102
	08:27	     26.75	101
	08:28	     26.75	99
	08:29	     26.75	97
	08:30	     26.75	96
	08:31	     26.75	96
	08:32	     26.75	95
	08:33	     26.75	94
	08:34	     26.75	93
	08:35	     26.75	92
	08:36	     26.75	92
	08:37	     26.75	92
	08:38	     26.75	91
	08:39	     27.00	90
	08:40	     27.00	89
	08:41	     27.00	89
	08:42	     27.25	89
	08:43	     27.25	89
	08:44	     27.00	88
	08:45	     27.25	88
	08:46	     27.25	87
	08:47	     27.25	85
	08:48	     27.25	84
	08:49	     27.25	84
	08:50	     27.25	83
	08:51	     27.25	83
	08:52	     27.25	83
	08:53	     27.50	81
	08:54	     27.50	80
	08:55	     27.50	80
	08:56	     27.50	84
	08:57	     27.50	87
	08:58	     27.50	87
	08:59	     27.50	88
	09:00	     27.50	91
	09:01	     27.50	91
	09:02	     27.50	95
	09:03	     27.50	95
	09:04	     27.50	90
	09:05	     27.50	95
	09:06	     27.50	98
	09:07	     27.50	98
	09:08	     27.50	101
	09:09	     27.50	103
	09:10	     27.50	108
	09:11	     27.25	113
	09:12	     27.25	113
	09:13	     27.25	115
	09:14	     27.25	116
	09:15	     27.25	117
	09:16	     27.25	114
	09:17	     27.25	110
	09:18	     27.25	108
	09:19	     27.25	109
	09:20	     27.25	111
	09:21	     27.25	113
	09:22	     27.25	116
	09:23	     27.25	112
	09:24	     27.25	115
	09:25	     27.25	117
	09:26	     27.25	112
	09:27	     27.25	112
	09:28	     27.25	112
	09:29	     27.25	106
	09:30	     27.25	103
	09:31	     27.25	109
	09:32	     27.25	107
	09:33	     27.25	106
	09:34	     27.25	107
	09:35	     27.25	106
	09:36	     27.25	99
	09:37	     27.25	80
	09:38	     27.50	77
	09:39	     27.50	78
	09:40	     27.50	78
	09:41	     27.50	70
	09:42	     27.50	67
	09:43	     27.75	65
	09:44	     27.75	65
	09:45	     27.75	66
	09:46	     27.75	66
	09:47	     27.75	66
	09:48	     27.75	66
	09:49	     27.75	65
	09:50	     27.75	65
	09:51	     27.75	65
	09:52	     27.75	65
	09:53	     27.75	64
	09:54	     28.00	64
	09:55	     28.00	64
	09:56	     28.00	63
	09:57	     28.00	63
	09:58	     28.00	63
	09:59	     28.00	63
	10:00	     28.00	63
	10:01	     28.25	63
	10:02	     28.25	62
	10:03	     28.25	62
	10:04	     28.50	61
	10:05	     28.25	63
	10:06	     28.25	63
	10:07	     28.25	60
	10:08	     28.25	65
	10:09	     28.25	62
	10:10	     28.25	62
	10:11	     28.25	63
	10:12	     28.25	65
	10:13	     28.25	72
	10:14	     28.00	84
	10:15	     28.00	86
	10:16	     28.00	84
	10:17	     28.00	81
	10:18	     28.00	86
	10:19	     28.00	92
	10:20	     28.00	92
	10:21	     28.00	80
	10:22	     28.00	64
	10:23	     28.00	66
	10:24	     28.00	60
	10:25	     28.00	56
	
